aadhaar,name,death_date
580352510063,Amit Joshi,2024-02-13
371304889784,Ramesh Patel,2023-08-09
474617997917,Kiran Desai,2024-03-07
971970116132,Ramesh Patel,2025-11-07
579459089556,Kiran Desai,2025-01-30
574916408801,Sureshbhai Patel,2023-08-04
991761593615,Ramesh Patel,2023-01-20
193496059211,Kiran Desai,2023-06-16
676031161254,Kiran Desai,2024-02-22
257240186457,Amit Joshi,2023-12-28
162600508550,Suresh Ptl,2023-11-18
537020910326,Mahesh Shah,2024-04-10
204514578413,Amit Joshi,2023-01-04
901167445797,Suresh Patel,2023-06-02
937595868134,Ramesh Patel,2025-05-23
812908234759,Sureshbhai Patel,2023-08-25
900905733482,Mahesh Shah,2025-04-26
695244523971,Sureshbhai Patel,2025-09-19
873676458516,Kiran D.,2025-12-05
815284079705,Amit Joshi,2023-07-24
601227637588,Kiranben Desai,2025-07-09
809520377073,Amit Joshi,2023-04-16
651273666453,Ramesh Patel,2024-02-09
657969997508,Mahesh Shah,2025-07-19
254716911210,Ramesh Patel,2024-02-29
509393205537,Suresh Patel,2025-01-03
274456503785,Rameshbhai Patel,2023-06-18
469530724876,Kiran Desai,2024-01-18
873280258115,Mahesh S.,2024-04-27
950805269923,Mahesh Shah,2025-10-22
317127209281,Kiran Desai,2023-07-07
294754940027,Kiran Desai,2025-09-09
748612922109,Ramesh Patel,2023-12-03
220488921033,Amit Joshi,2023-01-23
619083744714,Kiran Desai,2023-05-26
281815864145,Ramesh Ptl,2025-02-06
236848597591,Kiran Desai,2023-02-21
546596380030,Kiran Desai,2025-03-09
673631130059,Suresh Patel,2025-08-02
959549229278,Amit Joshi,2025-04-12
605992804630,Sureshbhai Patel,2023-04-11
451060209640,Kiran Desai,2024-09-10
952538780087,Ramesh Patel,2025-03-18
472009850894,Rameshbhai Patel,2024-05-07
870420800864,Kiran Desai,2023-04-13
717873397200,Mahesh Shah,2023-10-07
474015114582,Kiran Desai,2025-05-24
292158610989,Sureshbhai Patel,2025-03-28
547836922451,Suresh Ptl,2023-08-16
487154168484,Suresh Patel,2024-12-15
368381594566,Kiran D.,2025-09-15
435601177555,Kiran Desai,2025-04-17
492564651490,Suresh Patel,2024-08-05
264244287515,Mahesh Shah,2023-02-10
814853665701,Ramesh Patel,2024-10-03
660765570050,Amit Joshi,2025-02-02
705655562459,Ramesh Patel,2023-03-29
902290998931,Amitbhai Joshi,2023-01-28
366913931043,Ramesh Patel,2023-08-03
360802142987,Kiran Desai,2023-01-05
736402324055,Kiran Desai,2023-10-17
945910956038,Kiran Desai,2023-04-20
406216196660,Amit Joshi,2024-02-11
221538984597,Ramesh Patel,2024-02-08
420611404877,Maheshbhai Shah,2023-05-31
983580362099,Amit Joshi,2025-05-24
412399463438,Mahesh Shah,2024-03-15
843450448080,Mahesh Shah,2024-12-05
111347408539,Mahesh Shah,2023-06-18
516978045715,Ramesh Patel,2023-08-18
188925253149,Ramesh Ptl,2023-02-25
801518158141,Suresh Patel,2024-11-21
161411216573,Ramesh Patel,2024-06-23
672358698373,Kiran Desai,2024-08-19
986661484182,Ramesh Patel,2025-12-13
593722738445,Ramesh Patel,2023-12-17
628597248436,Amit Joshi,2023-04-22
877477288906,Mahesh Shah,2024-08-28
802516148322,Kiran Desai,2024-12-18
793174674551,Mahesh Shah,2024-04-05
657414131629,Suresh Patel,2024-10-03
503546804439,Mahesh Shah,2025-06-18
662184498602,Maheshbhai Shah,2025-10-05
733705958731,Ramesh Patel,2025-07-24
368503933708,Amitbhai Joshi,2024-11-30
334916824343,Suresh Patel,2024-05-27
517069009009,Kiran Desai,2023-05-14
312406700705,Rmsh Patel,2025-11-28
487494871158,Amit Joshi,2024-04-24
975385670033,Mahesh Shah,2023-07-26
127355183310,Ramesh Patel,2023-06-06
184294693300,Mahesh Shah,2024-03-10
961685293119,Amit Joshi,2023-05-31
800836048195,Ramesh Patel,2024-02-19
457112396876,Kiran Desai,2023-11-13
912440116559,Suresh Ptl,2024-12-20
995775663558,Ramesh Patel,2024-10-20
506700987231,Kiran Desai,2024-11-25
875560504889,Mahesh S.,2025-09-14
821855294590,Kiran D.,2024-02-13
971750599145,Mahesh Shah,2025-07-14
712259506979,Mahesh Shah,2025-08-02
430341837433,Suresh Patel,2023-09-02
236606473680,Amitbhai Joshi,2025-07-07
157541826615,Kiran Desai,2025-02-07
959052042909,Suresh Patel,2024-03-22
538585274458,Amit Joshi,2023-05-13
318780868027,Rameshbhai Patel,2025-04-07
448672645051,Amit Joshi,2023-03-05
919770488998,Mahesh Shah,2025-05-20
378381107340,Suresh Patel,2023-12-02
291175727806,Suresh Patel,2023-08-20
175561322515,Ramesh Patel,2024-07-06
982749884356,Mahesh Shah,2023-07-05
282355987951,Ramesh Patel,2025-08-19
761208061284,Kiranben Desai,2024-07-17
174358588026,Mahesh Shah,2025-06-18
242200175629,Mahesh Shah,2023-05-12
962378365192,Kiran Desai,2023-05-14
835705360975,Mahesh Shah,2025-10-01
575054960681,Mahesh Shah,2023-05-26
405462547651,Amit Joshi,2024-04-23
402846088615,Mahesh Shah,2024-07-19
678865580363,Kiran Desai,2025-07-18
875177527133,Mahesh Shah,2025-09-23
991490671625,Amit J.,2023-05-14
124406936399,Maheshbhai Shah,2025-02-27
819256249633,Maheshbhai Shah,2024-11-20
577746916597,Rmsh Patel,2024-12-30
395546195412,Mahesh Shah,2024-07-21
465186110839,Ramesh Patel,2025-03-28
259405481659,Mahesh Shah,2023-11-02
771715492968,Mahesh Shah,2025-07-18
651374755150,Sureshbhai Patel,2023-11-18
338350248335,Ramesh Patel,2024-03-19
732242279240,Ramesh Patel,2023-08-18
956267325297,Suresh Patel,2024-01-30
888180674212,Suresh Patel,2023-04-15
514638816909,Amitbhai Joshi,2025-03-28
644598922542,Amitbhai Joshi,2023-03-14
309792314352,Mahesh Shah,2025-10-08
587520412572,Ramesh Patel,2025-04-16
112363660057,Amit Joshi,2023-12-02
667162593482,Sureshbhai Patel,2024-11-06
393855526265,Kiran Desai,2023-10-25
429495274470,Kiran D.,2023-03-14
328525927924,Kiran Desai,2024-05-04
222687888843,Suresh Patel,2025-02-20
672329162675,Mahesh Shah,2023-07-23
140719761529,Amit Joshi,2023-11-29
555041362012,Mahesh Shah,2025-11-27
589175855648,Ramesh Patel,2025-08-20
826809611538,Ramesh Patel,2023-12-26
423583363437,Amit Joshi,2024-01-13
541275778624,Mahesh Shah,2025-02-01
255832156573,Sureshbhai Patel,2024-04-28
390246126487,Mahesh Shah,2024-06-22
260643645626,Mahesh Shah,2024-09-03
974411026353,Amit Joshi,2023-06-04
323776647284,Kiran Desai,2024-08-02
152124746330,Kiran Desai,2023-07-29
934923978496,Ramesh Ptl,2023-02-26
414646966679,Ramesh Patel,2024-10-10
527458149484,Suresh Patel,2023-10-11
587508586304,Ramesh Ptl,2024-01-23
476147714038,Amit Joshi,2025-10-03
390027131999,Suresh Patel,2024-11-26
277886749466,Amit Joshi,2025-09-23
549421973115,Amit Joshi,2024-10-13
163689187513,Amit J.,2023-03-19
419537812484,Mahesh Shah,2024-06-07
706526927977,Suresh Patel,2023-10-23
701927604434,Amit Joshi,2023-03-24
139990194441,Kiran D.,2023-01-27
726502943622,Amit Joshi,2023-04-17
721529625896,Amit Joshi,2024-06-15
391639801439,Suresh Patel,2025-05-28
553986486357,Kiran Desai,2024-03-07
658160805285,Amit Joshi,2023-03-23
331776155995,Kiran Desai,2023-08-06
412960471577,Ramesh Patel,2024-04-24
415153585928,Rmsh Patel,2024-10-18
736888592481,Ramesh Patel,2023-02-18
712206272868,Amit Joshi,2024-04-05
192603908047,Kiran Desai,2023-01-07
743888144002,Mahesh Shah,2025-01-24
106556432418,Mahesh Shah,2023-02-04
651115364084,Amit Joshi,2024-11-15
617654204697,Ramesh Patel,2023-10-13
523828840514,Amit Joshi,2024-10-08
133726167383,Kiran Desai,2023-10-25
867075253205,Ramesh Patel,2024-02-19
496726684333,Suresh Patel,2024-02-01
806325425642,Kiran Desai,2024-03-19
559852521889,Mahesh Shah,2023-09-27
769080715160,Kiran D.,2025-12-14
812334539223,Amit Joshi,2023-09-05
875136680822,Ramesh Patel,2024-04-11
480067233253,Rmsh Patel,2023-07-31
544479749371,Kiran Desai,2023-10-14
861053034229,Suresh Patel,2024-08-08
529783325837,Amit Joshi,2025-07-19
555059958140,Kiranben Desai,2023-03-24
764367748924,Kiran Desai,2024-10-17
326496988667,Amit Joshi,2025-06-07
526440181654,Mahesh Shah,2023-11-19
897205111908,Suresh Patel,2025-02-11
883118964961,Ramesh Patel,2024-03-20
731651689963,Kiran Desai,2023-10-28
925361217081,Mahesh Shah,2024-04-11
638085642511,Kiran Desai,2023-02-04
135932710827,Suresh Ptl,2023-05-13
201748578213,Suresh Ptl,2023-09-19
755886228390,Kiran Desai,2024-03-27
230206492808,Ramesh Patel,2024-10-05
820784928752,Mahesh Shah,2023-04-18
864860545804,Suresh Patel,2023-01-14
543696169874,Mahesh Shah,2025-04-09
579646998830,Amit Joshi,2025-06-30
601862920043,Amit Joshi,2023-05-21
135261914235,Amit Joshi,2024-09-19
837461891972,Amit Joshi,2024-01-27
307799282672,Maheshbhai Shah,2025-05-14
745737176428,Mahesh Shah,2023-08-25
248923459029,Kiran Desai,2024-08-18
448012780789,Suresh Patel,2025-01-15
804971870896,Suresh Patel,2024-11-24
514664879016,Kiran Desai,2024-06-10
247732945307,Ramesh Patel,2023-12-30
804176813302,Suresh Patel,2024-09-26
131851493347,Mahesh Shah,2023-03-08
229524043139,Ramesh Patel,2024-03-25
379044051897,Ramesh Patel,2025-10-07
913677215465,Maheshbhai Shah,2023-05-07
600256155970,Mahesh Shah,2023-02-08
387022945225,Mahesh Shah,2025-08-26
682980575960,Ramesh Patel,2023-10-24
850434195802,Amit Joshi,2024-11-24
867320738686,Suresh Ptl,2025-01-29
336467663092,Suresh Patel,2025-12-05
113629685001,Rameshbhai Patel,2023-09-19
804437299807,Kiran Desai,2025-01-09
718653789322,Kiran Desai,2024-09-29
551432456461,Kiran Desai,2023-07-30
435523119344,Rmsh Patel,2023-05-07
625361487523,Ramesh Ptl,2025-05-06
775564718746,Suresh Patel,2024-02-19
604075056182,Suresh Patel,2024-01-01
161093941912,Mahesh Shah,2024-08-09
552427504717,Ramesh Patel,2025-09-22
350406616298,Ramesh Patel,2025-03-13
733391315582,Suresh Patel,2023-08-11
650448565744,Suresh Patel,2025-07-26
796531403890,Kiran Desai,2023-04-05
650882510094,Mahesh Shah,2025-05-10
995843071353,Amit Joshi,2023-05-24
997208992567,Rmsh Patel,2024-01-14
528912624989,Amit Joshi,2023-11-25
430994684225,Suresh Patel,2023-04-24
379089689871,Ramesh Ptl,2024-05-17
790850325110,Kiran Desai,2024-02-21
550630595108,Ramesh Patel,2024-02-26
781517754302,Mahesh Shah,2025-06-03
633312105749,Amit Joshi,2024-04-22
224983616874,Ramesh Patel,2023-02-02
821180980712,Mahesh S.,2025-09-11
259428243055,Ramesh Patel,2023-04-16
575209195697,Mahesh Shah,2023-10-06
217068822796,Kiran Desai,2025-10-13
144892271803,Suresh Patel,2023-03-15
156216687674,Mahesh Shah,2023-01-03
785003164627,Mahesh Shah,2024-11-23
623069435185,Suresh Patel,2023-06-21
504550511273,Kiran D.,2023-01-21
255977518260,Kiran Desai,2023-06-05
281103808378,Mahesh Shah,2023-11-12
547468683073,Amit Joshi,2024-05-05
423450894438,Suresh Patel,2025-06-23
258426456984,Amit Joshi,2025-01-22
746431280277,Mahesh Shah,2025-08-12
281968871467,Mahesh Shah,2025-03-22
152062942213,Amit Joshi,2025-03-06
230665608141,Suresh Patel,2023-09-16
867169206879,Maheshbhai Shah,2024-07-18
340772028675,Kiran Desai,2025-04-10
499281993442,Kiran Desai,2024-05-21
191926411984,Ramesh Patel,2025-01-23
539163796411,Suresh Patel,2023-11-21
257366397032,Kiran Desai,2024-04-09
283679858712,Suresh Patel,2023-05-03
695422286141,Amit J.,2024-08-18
910499489417,Maheshbhai Shah,2025-04-12
575312205532,Amit J.,2025-08-27
577839489590,Suresh Patel,2024-01-28
487612297631,Kiran Desai,2023-06-25
371964325878,Suresh Patel,2023-05-30
392890435160,Mahesh Shah,2023-12-25
401563690725,Mahesh Shah,2023-07-15
823731705034,Amit Joshi,2024-09-16
178639505145,Suresh Patel,2023-08-26
397881629730,Amit Joshi,2024-03-21
383451423901,Ramesh Patel,2025-03-05
522224988043,Suresh Patel,2025-04-08
239629600209,Suresh Patel,2023-05-12
400590940350,Ramesh Patel,2023-08-22
154353636441,Ramesh Patel,2023-07-21
401772829574,Kiran D.,2024-08-17
734112368049,Maheshbhai Shah,2025-02-05
797531679603,Sureshbhai Patel,2024-03-20
715643259657,Suresh Ptl,2025-03-26
228785573980,Kiran Desai,2025-03-08
992605803703,Rmsh Patel,2025-11-24
134740930309,Amitbhai Joshi,2024-10-22
171043603681,Sureshbhai Patel,2025-11-12
557813967021,Suresh Patel,2025-05-15
328011044923,Kiran Desai,2023-01-21
915487991567,Kiran Desai,2024-10-23
809662907876,Suresh Patel,2023-03-18
373854542778,Suresh Patel,2025-08-30
720939617303,Mahesh Shah,2024-07-06
608109799592,Amit Joshi,2025-07-21
288992519092,Suresh Patel,2023-10-12
